epoch,train_loss,train_rmse,train_r2,train_nll,valid_loss,valid_rmse,valid_r2,valid_nll,test_loss,test_rmse,test_r2,test_nll,test_aleatoric,test_epistemic
60,0.19541,0.7483,0.898203,0.194833,3.691086,1.248428,0.692457,3.689262,3.271,1.314216,0.682452,3.269281,0.327072,1.410486
61,0.190302,0.74742,0.898443,0.189728,3.975048,1.242759,0.695243,3.973142,3.585247,1.317778,0.680728,3.583435,0.271353,1.043252
62,0.182799,0.746291,0.898749,0.182222,3.8364,1.231898,0.700547,3.834555,3.431402,1.30942,0.684765,3.429656,0.257627,0.888477
63,0.180112,0.74524,0.899034,0.179534,4.27697,1.251773,0.690806,4.275075,3.76646,1.315568,0.681798,3.76468,0.247035,0.89976
64,0.162875,0.744707,0.899179,0.162304,4.108151,1.242568,0.695337,4.106279,3.632513,1.317596,0.680817,3.630731,0.278721,1.294224
65,0.157922,0.745057,0.899084,0.157356,4.098969,1.240185,0.696504,4.097059,3.607676,1.316407,0.681392,3.605876,0.315415,0.95328
66,0.152826,0.745397,0.898992,0.152252,4.321302,1.251193,0.691093,4.319413,3.788823,1.319356,0.679963,3.787038,0.248587,0.9728
67,0.142828,0.744507,0.899233,0.142257,4.407167,1.252404,0.690494,4.405239,3.829488,1.316182,0.681501,3.827674,0.2576,1.242462
68,0.155549,0.744276,0.899295,0.154961,4.290722,1.250711,0.691331,4.288889,3.680752,1.315752,0.681709,3.679039,0.319784,1.345902
69,0.141478,0.743615,0.899474,0.140906,4.304986,1.243503,0.694878,4.303007,3.747219,1.314372,0.682377,3.745351,0.274576,1.391716
70,0.126745,0.741886,0.899941,0.126159,4.459459,1.249232,0.692061,4.457502,3.85812,1.314925,0.682109,3.856281,0.261526,1.213
71,0.122222,0.742853,0.89968,0.121636,4.658037,1.246014,0.693645,4.656044,4.02584,1.316224,0.681481,4.023958,0.252353,1.144079
72,0.1258,0.742848,0.899681,0.125222,4.503113,1.250139,0.691613,4.501199,3.879242,1.31773,0.680751,3.877442,0.278386,1.571663
73,0.112036,0.741312,0.900096,0.11145,4.501124,1.245498,0.693899,4.49914,3.912979,1.319961,0.67967,3.9111,0.28334,0.978968
74,0.112207,0.741766,0.899973,0.111611,4.347388,1.25515,0.689136,4.345447,3.772836,1.319054,0.68011,3.771017,0.298423,1.510533
75,0.116521,0.742163,0.899866,0.115938,4.973576,1.25193,0.690729,4.971585,4.295138,1.319148,0.680064,4.293248,0.226286,1.072147
76,0.09114,0.741105,0.900152,0.090554,4.419588,1.25055,0.69141,4.417654,3.812775,1.318165,0.680541,3.810956,0.300945,1.507455
77,0.078909,0.741102,0.900152,0.078328,4.762567,1.248067,0.692634,4.760629,4.107664,1.315331,0.681913,4.10583,0.277014,1.363585
78,0.08693,0.741194,0.900127,0.08634,5.030861,1.247849,0.692742,5.028859,4.303563,1.316959,0.681125,4.301672,0.248702,1.321409
79,0.082611,0.739626,0.90055,0.082028,4.685958,1.256064,0.688683,4.68396,4.050275,1.320006,0.679648,4.048403,0.309115,1.614671
80,0.077836,0.740624,0.900281,0.077247,4.974973,1.250818,0.691278,4.972982,4.236888,1.313324,0.682883,4.235025,0.26574,1.514065
81,-0.021951,0.737986,0.90099,-0.022524,5.186125,1.250151,0.691607,5.184135,4.435087,1.316329,0.68143,4.433216,0.252783,1.423848
82,-0.059313,0.736679,0.90134,-0.05988,5.354795,1.251306,0.691037,5.352828,4.551181,1.316362,0.681414,4.549337,0.249034,1.466171
83,-0.088917,0.736136,0.901486,-0.089474,5.551807,1.247598,0.692866,5.54985,4.692715,1.315905,0.681635,4.690882,0.242247,1.423032
84,-0.102929,0.736016,0.901518,-0.103477,5.614494,1.250112,0.691627,5.612562,4.734713,1.317356,0.680933,4.732908,0.24861,1.645588
85,-0.110618,0.73583,0.901568,-0.11116,5.732375,1.249337,0.692009,5.730465,4.819736,1.317479,0.680873,4.817951,0.249786,1.694468
86,-0.120417,0.735631,0.901621,-0.120953,5.779702,1.249336,0.692009,5.777805,4.842136,1.317116,0.681049,4.840368,0.253986,1.762986
87,-0.125454,0.73553,0.901648,-0.125996,5.850287,1.251159,0.691109,5.848403,4.890885,1.317574,0.680827,4.889132,0.258939,1.878664
88,-0.138341,0.735344,0.901698,-0.13887,5.929736,1.25118,0.691099,5.92786,4.950251,1.318211,0.680518,4.948504,0.260307,2.012214
89,-0.146884,0.735342,0.901698,-0.147408,6.060627,1.249378,0.691988,6.058753,5.059264,1.317515,0.680856,5.057517,0.257105,1.969083
90,-0.148646,0.735214,0.901732,-0.149171,6.105783,1.24961,0.691874,6.103918,5.095648,1.317694,0.680769,5.093909,0.262375,2.177614
91,-0.152814,0.735291,0.901712,-0.153344,6.089699,1.249619,0.691869,6.087839,5.070204,1.317461,0.680882,5.068472,0.276853,2.394173
92,-0.158143,0.73504,0.901779,-0.158665,6.063465,1.250645,0.691363,6.061615,5.043252,1.31853,0.680364,5.04153,0.286372,2.56379
