epoch,train_loss,train_rmse,train_r2,train_nll,valid_loss,valid_rmse,valid_r2,valid_nll,test_loss,test_rmse,test_r2,test_nll,test_aleatoric,test_epistemic
70,-0.597311,0.451763,0.962897,-0.597641,3.852579,1.149383,0.739319,3.850584,3.661746,1.181532,0.743335,3.659779,0.110795,0.042639
71,-0.608517,0.450119,0.963167,-0.608841,3.896176,1.152999,0.737677,3.894169,3.746718,1.187459,0.740753,3.744728,0.107314,0.042549
72,-0.596533,0.447503,0.963594,-0.596854,3.897326,1.157279,0.735725,3.895343,3.725984,1.193128,0.738272,3.72402,0.118496,0.046128
73,-0.593584,0.446682,0.963727,-0.593901,3.836252,1.144258,0.741639,3.834304,3.681263,1.184606,0.741998,3.679324,0.114458,0.045849
74,-0.588294,0.446566,0.963746,-0.588612,3.998384,1.154546,0.736972,3.996403,3.8516,1.188772,0.74018,3.849631,0.110847,0.041851
75,-0.647023,0.44627,0.963794,-0.64733,3.766772,1.157668,0.735548,3.764859,3.611896,1.18688,0.741006,3.61001,0.126627,0.049802
76,-0.642065,0.444859,0.964023,-0.642368,3.920295,1.153567,0.737418,3.918378,3.773978,1.187354,0.740799,3.77208,0.116428,0.047516
77,-0.670344,0.441694,0.964533,-0.670639,4.006963,1.149482,0.739274,4.005045,3.835133,1.182546,0.742894,3.833238,0.113001,0.046068
78,-0.708272,0.440911,0.964659,-0.70856,3.992979,1.150625,0.738755,3.99109,3.813475,1.178945,0.744457,3.81162,0.110554,0.046821
79,-0.666896,0.44135,0.964588,-0.667183,4.101423,1.15022,0.73894,4.099506,3.928464,1.18765,0.74067,3.926572,0.110166,0.045469
80,-0.690799,0.440336,0.964751,-0.691083,4.035828,1.148336,0.739794,4.033956,3.85922,1.180735,0.743681,3.857367,0.110119,0.046511
81,-0.883158,0.435366,0.965542,-0.883424,4.363006,1.150795,0.738678,4.361054,4.169839,1.183495,0.742481,4.167916,0.103177,0.041783
82,-1.042844,0.432542,0.965987,-1.043102,4.657035,1.150424,0.738847,4.655023,4.4756,1.183168,0.742623,4.473615,0.101259,0.039487
83,-1.145362,0.431599,0.966136,-1.145614,4.894819,1.149534,0.739251,4.892758,4.712576,1.183576,0.742446,4.710543,0.103573,0.039221
84,-1.242618,0.43147,0.966156,-1.242863,5.09482,1.147987,0.739952,5.092715,4.914153,1.183023,0.742686,4.912076,0.10726,0.039194
85,-1.315137,0.431237,0.966192,-1.315381,5.278381,1.14845,0.739742,5.276231,5.106638,1.182849,0.742762,5.104517,0.111857,0.039833
86,-1.378739,0.430741,0.96627,-1.37898,5.421769,1.147711,0.740077,5.419585,5.261832,1.182706,0.742825,5.259675,0.11927,0.040922
87,-1.416364,0.430582,0.966295,-1.416605,5.524374,1.148988,0.739499,5.52216,5.359088,1.183732,0.742378,5.356904,0.125281,0.042046
88,-1.45616,0.43047,0.966313,-1.456402,5.642516,1.147339,0.740246,5.640269,5.484508,1.182466,0.742929,5.482291,0.13295,0.042989
89,-1.503936,0.430389,0.966325,-1.504176,5.738035,1.147855,0.740012,5.735756,5.578696,1.183166,0.742624,5.576448,0.142108,0.04465
90,-1.521897,0.430548,0.9663,-1.522138,5.79748,1.148791,0.739588,5.795174,5.640444,1.183971,0.742274,5.63817,0.150328,0.046029
91,-1.550831,0.430269,0.966344,-1.551072,5.877657,1.147858,0.74001,5.875322,5.727314,1.182984,0.742704,5.725012,0.160771,0.047411
92,-1.575612,0.430301,0.966339,-1.575853,5.931149,1.149035,0.739477,5.928789,5.781251,1.18364,0.742418,5.778925,0.172914,0.049797
93,-1.585935,0.430321,0.966336,-1.586178,5.983413,1.1486,0.739674,5.981026,5.836697,1.184269,0.742144,5.834343,0.183068,0.051116
94,-1.606188,0.430431,0.966319,-1.606431,6.042487,1.149091,0.739452,6.040074,5.877915,1.183279,0.742575,5.875541,0.197676,0.053536
95,-1.620889,0.430087,0.966372,-1.621132,6.059924,1.149337,0.73934,6.057493,5.908139,1.183937,0.742289,5.905745,0.207581,0.055385
96,-1.645315,0.430044,0.966379,-1.645559,6.107812,1.148571,0.739687,6.105352,5.956576,1.183906,0.742302,5.954152,0.225527,0.057878
97,-1.642533,0.430203,0.966354,-1.642779,6.138312,1.148835,0.739568,6.135827,5.989782,1.183391,0.742526,5.987335,0.239012,0.060116
98,-1.648465,0.430159,0.966361,-1.648713,6.155293,1.149679,0.739185,6.152789,5.998682,1.183974,0.742273,5.996218,0.253933,0.062846
99,-1.668954,0.430042,0.966379,-1.6692,6.168943,1.148561,0.739692,6.166419,6.01577,1.183407,0.742519,6.013286,0.265579,0.064267
100,-1.689605,0.430003,0.966386,-1.689852,6.2156,1.150022,0.739029,6.213046,6.054065,1.1846,0.742,6.051554,0.281223,0.065956
101,-1.697229,0.430123,0.966367,-1.69748,6.236833,1.149443,0.739292,6.234251,6.085594,1.184245,0.742155,6.083053,0.300582,0.068869
102,-1.69428,0.430008,0.966385,-1.694531,6.245178,1.148698,0.73963,6.242575,6.093663,1.183449,0.742501,6.091102,0.316084,0.070596
103,-1.696362,0.429834,0.966412,-1.696616,6.258583,1.149577,0.739231,6.25596,6.100596,1.18484,0.741896,6.098015,0.333949,0.073622
104,-1.684224,0.429763,0.966423,-1.684479,6.266979,1.150523,0.738802,6.264334,6.114379,1.184906,0.741867,6.111778,0.350491,0.075656
105,-1.698567,0.429808,0.966416,-1.698823,6.282495,1.149251,0.739379,6.279824,6.129725,1.184881,0.741878,6.127096,0.364492,0.076414
106,-1.722671,0.429699,0.966433,-1.722927,6.305519,1.14943,0.739298,6.30282,6.144149,1.18405,0.742239,6.141496,0.380144,0.078564
107,-1.739688,0.429396,0.96648,-1.739944,6.320108,1.150197,0.73895,6.317378,6.162245,1.184623,0.74199,6.159562,0.408377,0.082338
108,-1.728898,0.429789,0.966419,-1.729159,6.323103,1.14932,0.739348,6.320352,6.173184,1.184181,0.742182,6.170481,0.423128,0.08385
109,-1.747762,0.429541,0.966458,-1.748023,6.346341,1.149053,0.739469,6.343556,6.188834,1.184134,0.742203,6.186096,0.452251,0.08744
110,-1.761817,0.429654,0.96644,-1.762079,6.365974,1.149071,0.739461,6.363157,6.213174,1.184478,0.742053,6.210405,0.473773,0.089277
111,-1.769536,0.429646,0.966441,-1.769801,6.387169,1.149569,0.739235,6.38431,6.232301,1.184951,0.741847,6.22949,0.512424,0.093645
112,-1.750124,0.429463,0.96647,-1.750392,6.393131,1.149946,0.739064,6.390247,6.235885,1.184867,0.741884,6.233051,0.533086,0.096081
113,-1.773444,0.429372,0.966484,-1.773712,6.385921,1.150203,0.738947,6.383017,6.236339,1.185331,0.741682,6.233485,0.54579,0.09693
114,-1.791788,0.429436,0.966474,-1.792058,6.410332,1.149732,0.739161,6.407387,6.248441,1.184616,0.741993,6.245549,0.583137,0.101009
115,-1.780311,0.42949,0.966466,-1.780584,6.417233,1.150507,0.738809,6.414255,6.256871,1.185362,0.741668,6.253949,0.614097,0.104376
116,-1.764571,0.429521,0.966461,-1.76485,6.420521,1.150789,0.738681,6.417522,6.261804,1.185471,0.74162,6.258859,0.621098,0.104858
117,-1.77497,0.429447,0.966472,-1.775249,6.429014,1.150426,0.738846,6.425985,6.26661,1.184898,0.74187,6.263635,0.64254,0.105843
118,-1.789216,0.429403,0.966479,-1.789495,6.437064,1.150721,0.738712,6.433999,6.287119,1.185608,0.741561,6.284109,0.670628,0.108593
119,-1.77432,0.429135,0.966521,-1.774603,6.442041,1.150203,0.738947,6.438952,6.280792,1.185514,0.741602,6.277756,0.695629,0.110667
120,-1.795709,0.429157,0.966518,-1.795994,6.451524,1.149685,0.739182,6.448403,6.295819,1.184809,0.741909,6.292751,0.726923,0.113699
