epoch,train_loss,train_rmse,train_r2,train_nll,valid_loss,valid_rmse,valid_r2,valid_nll,test_loss,test_rmse,test_r2,test_nll,test_aleatoric,test_epistemic
32,0.930779,0.811126,0.875948,0.929988,1.665662,1.159797,0.727564,1.664403,1.742853,1.209436,0.757035,1.741487,0.373809,0.2297
33,0.948652,0.826987,0.871049,0.947872,1.497849,1.129144,0.741775,1.496554,1.601153,1.220065,0.752746,1.59971,0.494576,0.308365
34,0.918962,0.80271,0.878509,0.918189,1.491194,1.144988,0.734477,1.489851,1.597534,1.218002,0.753582,1.596004,0.514863,0.283797
35,0.893997,0.803044,0.878408,0.893206,1.510803,1.146074,0.733974,1.50944,1.606736,1.19937,0.761063,1.605223,0.502877,0.256825
36,0.915045,0.802606,0.87854,0.914221,1.848495,1.229565,0.693802,1.846711,1.899983,1.274478,0.730201,1.898154,0.369229,0.163838
37,0.895982,0.788941,0.882641,0.895143,1.668605,1.144909,0.734514,1.667122,1.703669,1.167816,0.77347,1.702104,0.367777,0.185313
38,0.908396,0.802109,0.878691,0.907553,1.893196,1.177997,0.718947,1.891519,1.956791,1.24277,0.743458,1.955003,0.312195,0.12662
39,0.861319,0.770625,0.888027,0.860486,1.507612,1.187413,0.714436,1.50624,1.54548,1.207809,0.757689,1.543979,0.697876,0.384433
40,0.849897,0.772569,0.887461,0.849064,1.759684,1.241005,0.688077,1.758079,1.839036,1.332791,0.704947,1.837336,0.396511,0.203208
41,0.647546,0.689658,0.91032,0.64684,1.821228,1.157686,0.728556,1.819675,1.917468,1.189476,0.764989,1.915819,0.261081,0.119111
42,0.488165,0.622017,0.927049,0.487531,1.770767,1.147511,0.733306,1.76927,1.908532,1.201947,0.760035,1.906895,0.279857,0.124134
43,0.408509,0.598087,0.932554,0.407913,1.981585,1.155191,0.729724,1.979977,2.154007,1.207685,0.757739,2.152253,0.211064,0.083603
44,0.344568,0.580447,0.936474,0.343987,1.960863,1.147201,0.73345,1.959289,2.137167,1.196162,0.762339,2.135459,0.206197,0.078563
45,0.298036,0.568283,0.939108,0.297474,2.051597,1.151223,0.731577,2.049978,2.239433,1.199529,0.761,2.237664,0.19471,0.069837
46,0.245398,0.562362,0.940371,0.244855,2.093191,1.149616,0.732327,2.091558,2.305331,1.208532,0.757399,2.303541,0.188827,0.064771
47,0.19917,0.54826,0.943324,0.198637,2.140356,1.157478,0.728653,2.138694,2.366485,1.213066,0.755575,2.364658,0.184674,0.059417
48,0.163102,0.541833,0.944645,0.162576,2.117018,1.149403,0.732426,2.115366,2.371453,1.206538,0.758199,2.369618,0.18885,0.061287
49,0.123389,0.532373,0.946561,0.122879,2.211542,1.153026,0.730736,2.209838,2.470913,1.211688,0.75613,2.469029,0.177284,0.054855
50,0.086588,0.526323,0.947769,0.086088,2.160851,1.152252,0.731098,2.159174,2.427723,1.218014,0.753577,2.425852,0.19068,0.058875
51,0.049063,0.522362,0.948552,0.048571,2.303947,1.158803,0.728031,2.30222,2.564426,1.208743,0.757314,2.562515,0.17713,0.053289
52,0.028361,0.519612,0.949092,0.027877,2.354406,1.157502,0.728642,2.352667,2.59164,1.212242,0.755907,2.589724,0.188017,0.056255
53,-0.009239,0.514437,0.950101,-0.009715,2.410842,1.165988,0.724648,2.409042,2.655931,1.227378,0.749774,2.653952,0.189414,0.054588
54,-0.03046,0.509614,0.951032,-0.030932,2.458908,1.172141,0.721735,2.457087,2.691469,1.222371,0.751811,2.689482,0.196296,0.055417
55,-0.063778,0.508566,0.951234,-0.064244,2.492558,1.170475,0.722525,2.490726,2.737623,1.227201,0.749846,2.735606,0.22038,0.060674
56,-0.075008,0.504731,0.951966,-0.075472,2.503842,1.160039,0.727451,2.502045,2.723003,1.21402,0.75519,2.721044,0.207233,0.057887
57,-0.127969,0.50134,0.952609,-0.128417,2.612257,1.16092,0.727036,2.610409,2.851136,1.214516,0.75499,2.849107,0.205518,0.056459
58,-0.125403,0.498568,0.953132,-0.125854,2.710987,1.168107,0.723646,2.709108,2.947583,1.233961,0.747082,2.945521,0.219025,0.058827
59,-0.147361,0.496794,0.953465,-0.147809,2.658536,1.159013,0.727933,2.656691,2.880939,1.223479,0.751361,2.878911,0.234006,0.062928
60,-0.179794,0.494664,0.953863,-0.18023,2.716427,1.161436,0.726794,2.71456,2.939246,1.221039,0.752351,2.937195,0.250638,0.065666
61,-0.196423,0.491918,0.954374,-0.196855,2.86071,1.165025,0.725103,2.858801,3.081945,1.230037,0.748688,3.079839,0.253087,0.065245
62,-0.215349,0.49123,0.954502,-0.215776,2.747392,1.163703,0.725726,2.745521,2.948537,1.224638,0.750889,2.946496,0.273286,0.072041
63,-0.24701,0.49056,0.954625,-0.247433,2.840484,1.167214,0.724069,2.838582,3.058532,1.236532,0.746027,3.056445,0.291554,0.073926
64,-0.257676,0.487831,0.955129,-0.258094,2.923451,1.1757,0.720042,2.921498,3.08857,1.23754,0.745613,3.086468,0.307749,0.077635
65,-0.281889,0.48603,0.95546,-0.282303,2.899465,1.182635,0.716729,2.897519,3.065375,1.236165,0.746178,3.063278,0.336142,0.085086
66,-0.302831,0.483993,0.955832,-0.303239,2.965768,1.167382,0.723989,2.963832,3.118111,1.226824,0.749999,3.116019,0.353803,0.088985
67,-0.316345,0.48259,0.956088,-0.316748,3.017036,1.174472,0.720626,3.015084,3.245869,1.225558,0.750515,3.243749,0.35444,0.086802
68,-0.32751,0.482668,0.956074,-0.327912,3.038557,1.165139,0.725049,3.036614,3.224545,1.22382,0.751222,3.222435,0.37789,0.091633
69,-0.331314,0.479369,0.956672,-0.331714,2.981028,1.171928,0.721835,2.979113,3.161558,1.226799,0.750009,3.159483,0.401962,0.099335
70,-0.376799,0.478725,0.956788,-0.377191,3.254101,1.172347,0.721637,3.252103,3.399349,1.223963,0.751164,3.397203,0.410709,0.098289
71,-0.373242,0.478436,0.956841,-0.373633,3.206497,1.174324,0.720697,3.204515,3.397204,1.231326,0.748161,3.395061,0.460191,0.108774
72,-0.383529,0.475026,0.957454,-0.383912,3.205921,1.171116,0.722221,3.203954,3.366357,1.23453,0.746849,3.36424,0.474796,0.114326
73,-0.397297,0.475756,0.957323,-0.397678,3.056196,1.173571,0.721055,3.054279,3.208296,1.22169,0.752087,3.206249,0.480141,0.118506
74,-0.418346,0.473693,0.957692,-0.418724,3.286667,1.175188,0.720286,3.284694,3.431311,1.238543,0.7452,3.429183,0.508211,0.121636
75,-0.414488,0.473047,0.957807,-0.41486,3.268507,1.176528,0.719648,3.26654,3.415823,1.227472,0.749735,3.413724,0.496504,0.118961
76,-0.426702,0.473884,0.957658,-0.427075,3.156108,1.181499,0.717274,3.154185,3.30986,1.237022,0.745826,3.307802,0.526017,0.128782
77,-0.445899,0.471289,0.95812,-0.446266,3.259772,1.176602,0.719612,3.25782,3.424865,1.239261,0.744905,3.422754,0.557099,0.133487
78,-0.459436,0.470399,0.958279,-0.459797,3.336172,1.177891,0.718997,3.334223,3.525658,1.23647,0.746053,3.523543,0.593257,0.140171
79,-0.463823,0.469199,0.958491,-0.464181,3.375722,1.181821,0.717119,3.373753,3.538114,1.238162,0.745357,3.535995,0.6007,0.142123
80,-0.457433,0.470315,0.958293,-0.457791,3.213681,1.170287,0.722614,3.211802,3.387782,1.240032,0.744587,3.385741,0.649253,0.158659
81,-0.583713,0.465043,0.959223,-0.584048,3.514788,1.170332,0.722593,3.512825,3.680984,1.232891,0.747521,3.678864,0.649001,0.151268
82,-0.718246,0.461701,0.959807,-0.718572,3.78606,1.173834,0.72093,3.784019,3.949191,1.23335,0.747333,3.946992,0.661049,0.148375
83,-0.797643,0.460303,0.96005,-0.797968,4.019789,1.172427,0.721599,4.017698,4.182885,1.233224,0.747384,4.18063,0.681971,0.148474
84,-0.864456,0.460005,0.960102,-0.864778,4.187677,1.172643,0.721496,4.185545,4.337727,1.23301,0.747472,4.33543,0.701926,0.149551
85,-0.915033,0.459696,0.960155,-0.915354,4.369231,1.173458,0.721109,4.367055,4.51377,1.234978,0.746665,4.511427,0.731456,0.152571
86,-0.966426,0.45914,0.960252,-0.966746,4.505644,1.173338,0.721166,4.503439,4.65769,1.233324,0.747343,4.655315,0.750297,0.15394
87,-0.99818,0.459098,0.960259,-0.998508,4.599128,1.173993,0.720855,4.596895,4.738307,1.233614,0.747224,4.735909,0.770266,0.156176
88,-1.026304,0.458711,0.960326,-1.026626,4.713901,1.174145,0.720782,4.711641,4.849087,1.232662,0.747614,4.846661,0.795009,0.158915
89,-1.061205,0.458649,0.960337,-1.061526,4.809121,1.174077,0.720815,4.806836,4.947587,1.234651,0.746799,4.945131,0.818117,0.161546
90,-1.08315,0.458536,0.960356,-1.083473,4.889686,1.173524,0.721077,4.887383,5.018824,1.233641,0.747213,5.01635,0.843877,0.164991
91,-1.107622,0.458285,0.9604,-1.107946,4.961338,1.174371,0.720675,4.959012,5.085697,1.234661,0.746795,5.083201,0.868993,0.168298
92,-1.106998,0.458095,0.960432,-1.107324,5.035486,1.173312,0.721178,5.033142,5.171194,1.234348,0.746923,5.168675,0.89524,0.171273
93,-1.147615,0.457914,0.960464,-1.147936,5.074795,1.172859,0.721394,5.072444,5.205459,1.232834,0.747544,5.202932,0.913294,0.173693
94,-1.152527,0.458278,0.960401,-1.152851,5.155364,1.175276,0.720244,5.152983,5.281016,1.236298,0.746123,5.27846,0.947101,0.178004
95,-1.15526,0.458261,0.960404,-1.155588,5.177314,1.175702,0.720041,5.174924,5.301521,1.235433,0.746478,5.298957,0.96533,0.180773
96,-1.177261,0.45803,0.960444,-1.177587,5.229176,1.173852,0.720921,5.226773,5.343812,1.232983,0.747483,5.341236,0.989564,0.183426
97,-1.191605,0.457851,0.960475,-1.191933,5.259067,1.174675,0.72053,5.256651,5.377002,1.234787,0.746743,5.374409,1.019718,0.187943
98,-1.211421,0.457945,0.960458,-1.211743,5.314229,1.17465,0.720542,5.311795,5.420717,1.234203,0.746983,5.418111,1.04793,0.191742
99,-1.210681,0.457897,0.960467,-1.211007,5.345208,1.174929,0.720409,5.342763,5.459761,1.23557,0.746422,5.457135,1.080896,0.196095
100,-1.225449,0.457946,0.960458,-1.225773,5.386913,1.174548,0.72059,5.384452,5.485849,1.234694,0.746781,5.48321,1.109025,0.199756
101,-1.239931,0.457902,0.960466,-1.240256,5.412641,1.175491,0.720141,5.410166,5.513709,1.235293,0.746536,5.511056,1.137865,0.203318
102,-1.239733,0.457837,0.960477,-1.240063,5.456214,1.174477,0.720624,5.453722,5.559218,1.236056,0.746223,5.556546,1.179997,0.208896
103,-1.253012,0.457747,0.960493,-1.25334,5.478234,1.175618,0.720081,5.475731,5.572099,1.236052,0.746224,5.569418,1.202817,0.211975
104,-1.25554,0.457686,0.960503,-1.255867,5.50967,1.174693,0.720521,5.507154,5.605583,1.234348,0.746923,5.602887,1.241726,0.216713
105,-1.261393,0.457708,0.960499,-1.261723,5.509194,1.175703,0.72004,5.506672,5.610434,1.236161,0.746179,5.607731,1.267545,0.220561
106,-1.269003,0.457825,0.960479,-1.269331,5.531182,1.174784,0.720478,5.52865,5.637465,1.236394,0.746084,5.63475,1.305605,0.225322
107,-1.271984,0.457616,0.960515,-1.272312,5.552011,1.17614,0.719833,5.549465,5.640918,1.237576,0.745598,5.638189,1.340858,0.230622
108,-1.258526,0.457978,0.960453,-1.258863,5.573234,1.174853,0.720445,5.570677,5.660613,1.236432,0.746068,5.657874,1.381357,0.235627
109,-1.28812,0.457621,0.960514,-1.288449,5.591027,1.176255,0.719777,5.588455,5.687145,1.23689,0.74588,5.684391,1.426144,0.241543
110,-1.287464,0.457395,0.960553,-1.287794,5.623159,1.176293,0.719759,5.620571,5.716878,1.236449,0.746061,5.714107,1.480108,0.248047
111,-1.311755,0.457482,0.960538,-1.312084,5.649495,1.175801,0.719994,5.646891,5.731692,1.236543,0.746023,5.728905,1.52945,0.25423
112,-1.309627,0.457561,0.960525,-1.309957,5.660283,1.175805,0.719992,5.657672,5.753151,1.23637,0.746094,5.750353,1.576719,0.260654
113,-1.310331,0.457643,0.960511,-1.310665,5.67449,1.175421,0.720175,5.671865,5.766819,1.236485,0.746046,5.764007,1.615846,0.264284
114,-1.315234,0.45763,0.960513,-1.315569,5.685973,1.175076,0.720339,5.683336,5.771666,1.235249,0.746554,5.768844,1.660692,0.269853
115,-1.320186,0.457566,0.960524,-1.320519,5.694797,1.175933,0.719931,5.692148,5.778831,1.236632,0.745986,5.775996,1.696327,0.274405
116,-1.329468,0.457436,0.960546,-1.329801,5.689975,1.176429,0.719695,5.687316,5.777643,1.237311,0.745707,5.774797,1.747524,0.280959
117,-1.326431,0.457384,0.960555,-1.326766,5.721131,1.175476,0.720149,5.718455,5.809451,1.237364,0.745685,5.806585,1.824675,0.29006
118,-1.342008,0.457387,0.960555,-1.342343,5.739464,1.175042,0.720355,5.736773,5.831421,1.234792,0.746741,5.828539,1.892717,0.297534
119,-1.347267,0.45748,0.960539,-1.347603,5.744139,1.176401,0.719708,5.741433,5.840811,1.236112,0.746199,5.837915,1.950517,0.304417
120,-1.341678,0.457416,0.96055,-1.342016,5.762549,1.177027,0.71941,5.759825,5.83268,1.236142,0.746187,5.82977,2.000576,0.310475
121,-1.38777,0.457183,0.96059,-1.388107,5.767564,1.176485,0.719668,5.764837,5.841959,1.236361,0.746097,5.839044,2.025734,0.313311
122,-1.426105,0.457171,0.960592,-1.426437,5.785662,1.176416,0.719701,5.782924,5.863181,1.236279,0.746131,5.860255,2.073499,0.318623
123,-1.446227,0.457174,0.960591,-1.446559,5.81154,1.17663,0.719599,5.808787,5.891537,1.236707,0.745955,5.888593,2.138716,0.325933
124,-1.448796,0.457197,0.960588,-1.449134,5.837177,1.176687,0.719572,5.834409,5.91595,1.23643,0.746069,5.912993,2.201988,0.33297
125,-1.473251,0.457219,0.960584,-1.473585,5.861524,1.176711,0.71956,5.858742,5.941875,1.23649,0.746044,5.938902,2.274746,0.341222
126,-1.464953,0.457212,0.960585,-1.465292,5.885011,1.177015,0.719415,5.882214,5.966405,1.236858,0.745893,5.963416,2.352328,0.350055
127,-1.47396,0.457194,0.960588,-1.474301,5.900797,1.176614,0.719607,5.89799,5.986091,1.23653,0.746028,5.98309,2.422297,0.357919
128,-1.491531,0.457215,0.960584,-1.491867,5.919706,1.176692,0.719569,5.916886,6.003436,1.236552,0.746019,6.000422,2.495162,0.36634
129,-1.485724,0.457197,0.960588,-1.486066,5.938468,1.176854,0.719492,5.935636,6.020803,1.236844,0.745899,6.017776,2.571625,0.37512
130,-1.479613,0.457213,0.960585,-1.479954,5.957474,1.176785,0.719525,5.95463,6.040211,1.23668,0.745966,6.037171,2.655607,0.384728
131,-1.497461,0.45721,0.960585,-1.4978,5.968603,1.176748,0.719543,5.965749,6.052594,1.236754,0.745936,6.049544,2.731022,0.393418
132,-1.499443,0.457214,0.960585,-1.499783,5.987568,1.17702,0.719413,5.984701,6.069186,1.23669,0.745962,6.066123,2.817961,0.403349
133,-1.492186,0.457207,0.960586,-1.492528,5.998551,1.176971,0.719437,5.995674,6.08145,1.236734,0.745944,6.078377,2.896514,0.412359
134,-1.498694,0.457213,0.960585,-1.499039,6.010216,1.176895,0.719473,6.00733,6.093673,1.236853,0.745895,6.09059,2.97752,0.421632
135,-1.504863,0.457193,0.960588,-1.505207,6.022443,1.176768,0.719533,6.019548,6.106309,1.236572,0.746011,6.103216,3.059596,0.430918
136,-1.49595,0.457196,0.960588,-1.496303,6.035433,1.176879,0.71948,6.032527,6.119107,1.236837,0.745902,6.116003,3.150063,0.441259
137,-1.503089,0.457221,0.960583,-1.503438,6.046406,1.176825,0.719506,6.043491,6.129095,1.236695,0.74596,6.125981,3.22785,0.450029
138,-1.502998,0.457163,0.960593,-1.503346,6.058825,1.177159,0.719347,6.0559,6.140867,1.23709,0.745798,6.137743,3.318532,0.460355
139,-1.509715,0.457224,0.960583,-1.510063,6.068692,1.177167,0.719343,6.065758,6.148186,1.2372,0.745753,6.145053,3.39662,0.469198
140,-1.511264,0.457175,0.960591,-1.511613,6.075325,1.177086,0.719382,6.072383,6.156994,1.236943,0.745858,6.153853,3.484654,0.479137
141,-1.51082,0.457202,0.960587,-1.511168,6.08167,1.177011,0.719417,6.078721,6.16265,1.236829,0.745905,6.159501,3.557766,0.48744
142,-1.511319,0.457189,0.960589,-1.511671,6.09057,1.177144,0.719354,6.087613,6.169919,1.237151,0.745773,6.166762,3.63605,0.496221
143,-1.483894,0.45717,0.960592,-1.484252,6.093649,1.177077,0.719386,6.090687,6.174454,1.236784,0.745924,6.171291,3.713124,0.504851
144,-1.521124,0.457158,0.960594,-1.521473,6.099392,1.177169,0.719342,6.096423,6.179375,1.237127,0.745783,6.176205,3.783997,0.51289
145,-1.515678,0.457154,0.960595,-1.516032,6.101835,1.177263,0.719297,6.09886,6.18182,1.237241,0.745736,6.178644,3.858616,0.521379
146,-1.50815,0.457162,0.960593,-1.508505,6.109099,1.177076,0.719386,6.106117,6.188523,1.236945,0.745857,6.185339,3.937724,0.530118
147,-1.510341,0.457126,0.9606,-1.510694,6.112368,1.177094,0.719378,6.109381,6.191989,1.237125,0.745783,6.1888,4.005989,0.537787
148,-1.522826,0.457159,0.960594,-1.523177,6.119475,1.177086,0.719381,6.116481,6.197091,1.23691,0.745872,6.193895,4.08704,0.546684
149,-1.532775,0.457176,0.960591,-1.533127,6.125328,1.177058,0.719395,6.122327,6.202185,1.236864,0.745891,6.198981,4.179855,0.557102
150,-1.515043,0.457196,0.960588,-1.515403,6.128592,1.177076,0.719386,6.125583,6.209132,1.2369,0.745876,6.20592,4.27715,0.567773
