epoch,train_loss,train_rmse,train_r2,train_nll,valid_loss,valid_rmse,valid_r2,valid_nll,test_loss,test_rmse,test_r2,test_nll,test_aleatoric,test_epistemic
116,0.126158,0.7555,0.892379,0.126019,2.215961,1.118563,0.746592,2.215655,2.23769,1.113331,0.794115,2.237375,0.056204,1.116051
117,0.123373,0.755446,0.892394,0.123236,2.227197,1.118237,0.746739,2.226891,2.242335,1.112541,0.794407,2.242021,0.055851,1.105651
118,0.124241,0.755414,0.892404,0.124103,2.225742,1.118585,0.746582,2.225437,2.243327,1.113246,0.794146,2.243013,0.056549,1.130912
119,0.128058,0.755373,0.892415,0.12792,2.220244,1.118584,0.746582,2.219939,2.245223,1.114434,0.793707,2.244908,0.05676,1.14648
120,0.115159,0.755278,0.892442,0.115023,2.226637,1.118041,0.746828,2.226333,2.247992,1.113275,0.794135,2.247679,0.056432,1.138761
121,0.11323,0.755021,0.892515,0.113094,2.227363,1.118198,0.746757,2.227059,2.251599,1.114051,0.793848,2.251286,0.056585,1.143871
122,0.114012,0.755025,0.892514,0.113875,2.229754,1.118269,0.746725,2.22945,2.253197,1.114032,0.793855,2.252884,0.056472,1.14017
123,0.114389,0.754982,0.892527,0.114252,2.231784,1.118361,0.746683,2.231481,2.255411,1.114113,0.793826,2.255097,0.056416,1.138845
124,0.112028,0.754972,0.892529,0.111892,2.234053,1.11843,0.746652,2.233749,2.257019,1.114009,0.793864,2.256706,0.05635,1.13667
125,0.106578,0.754939,0.892539,0.106442,2.235132,1.118495,0.746623,2.234828,2.257251,1.113904,0.793903,2.256938,0.056323,1.136083
126,0.1119,0.754962,0.892532,0.111763,2.238373,1.118636,0.746559,2.238069,2.26178,1.114265,0.793769,2.261466,0.05625,1.133321
127,0.112789,0.75496,0.892533,0.112653,2.238711,1.118476,0.746631,2.238407,2.260697,1.113882,0.793911,2.260383,0.056228,1.133418
128,0.122061,0.754912,0.892547,0.121924,2.240216,1.118596,0.746577,2.239912,2.262316,1.113961,0.793882,2.262002,0.056204,1.13252
129,0.10592,0.754927,0.892542,0.105784,2.24184,1.11859,0.74658,2.241536,2.263702,1.113904,0.793903,2.263388,0.056143,1.130953
130,0.101006,0.754944,0.892537,0.10087,2.24251,1.118561,0.746593,2.242206,2.264159,1.113873,0.793914,2.263845,0.056152,1.131219
131,0.110342,0.754905,0.892548,0.110206,2.243923,1.118577,0.746585,2.243619,2.265378,1.113831,0.79393,2.265065,0.056067,1.128687
132,0.110142,0.754891,0.892552,0.110005,2.244919,1.118597,0.746576,2.244615,2.266986,1.113985,0.793873,2.266673,0.056078,1.129442
133,0.104256,0.754913,0.892546,0.104119,2.246637,1.118725,0.746518,2.246333,2.268608,1.114063,0.793844,2.268294,0.05605,1.12856
134,0.106758,0.754938,0.892539,0.106623,2.246615,1.118642,0.746556,2.246311,2.267858,1.113922,0.793896,2.267545,0.05604,1.128709
135,0.117322,0.754911,0.892547,0.117185,2.24728,1.118662,0.746547,2.246976,2.26833,1.113881,0.793911,2.268016,0.056042,1.129015
136,0.119487,0.754895,0.892551,0.11935,2.24791,1.118766,0.7465,2.247606,2.268905,1.113952,0.793885,2.268592,0.056121,1.132126
137,0.108679,0.754892,0.892552,0.108543,2.248492,1.118812,0.746479,2.248188,2.269565,1.113973,0.793877,2.269252,0.056109,1.132217
138,0.111361,0.754882,0.892555,0.111225,2.248392,1.118721,0.74652,2.248088,2.26997,1.114001,0.793867,2.269656,0.056102,1.132115
139,0.112766,0.754847,0.892565,0.11263,2.249442,1.118795,0.746487,2.249138,2.271294,1.114122,0.793822,2.270981,0.056155,1.134141
140,0.110808,0.754859,0.892562,0.110671,2.250143,1.118735,0.746514,2.249839,2.27111,1.113929,0.793894,2.270797,0.056139,1.133877
141,0.105567,0.754869,0.892559,0.105431,2.251291,1.118871,0.746452,2.250987,2.27291,1.114144,0.793814,2.272596,0.056166,1.134703
142,0.110974,0.754853,0.892563,0.110838,2.251932,1.118876,0.74645,2.251629,2.273561,1.114166,0.793806,2.273248,0.056149,1.134409
143,0.113743,0.754853,0.892563,0.113606,2.253605,1.118849,0.746462,2.253301,2.275031,1.114096,0.793832,2.274718,0.056052,1.131349
144,0.111379,0.754844,0.892566,0.111242,2.253291,1.118912,0.746434,2.252987,2.274184,1.114046,0.79385,2.273871,0.05612,1.134045
145,0.11558,0.754795,0.89258,0.115442,2.253726,1.118898,0.74644,2.253423,2.275147,1.114142,0.793815,2.274834,0.056151,1.135679
146,0.110568,0.754827,0.892571,0.110431,2.253181,1.11898,0.746403,2.252877,2.275282,1.114329,0.793745,2.274969,0.056234,1.138775
147,0.116918,0.754822,0.892572,0.116782,2.253041,1.118966,0.746409,2.252738,2.275506,1.114434,0.793707,2.275194,0.056346,1.142773
148,0.115654,0.754835,0.892569,0.115517,2.252318,1.119024,0.746383,2.252015,2.273577,1.114214,0.793788,2.273265,0.056438,1.146018
149,0.108457,0.7548,0.892578,0.108322,2.252663,1.118843,0.746465,2.25236,2.274907,1.114363,0.793733,2.274595,0.056407,1.145678
150,0.106923,0.754807,0.892577,0.106788,2.252809,1.118852,0.746461,2.252506,2.273672,1.114074,0.79384,2.27336,0.056419,1.145753
